,x,y,z
0,1.6792426512796566,-3.3507530374555348,-1.4994695547660644
1,-5.642507058084207,-0.5746419540312935,2.2485969310592493
2,0.7149808954121557,-2.108672950933909,2.877961305832839
3,6.240030965524767,1.6591306948170612,1.0386734957618915
4,0.09526299383794998,1.9401692927248675,1.841324846865574
5,4.2545301490732355,2.5509391547439413,3.645451859632061
6,2.473080123208268,-0.8673332626005629,-0.9197870949124115
7,-6.866003036673547,-4.536502509887368,-0.6962645014359183
8,3.8287179843921915,-3.6535110891891316,-2.2532177908657056
9,5.23452606028927,4.647482064602465,-2.1749670376863977
10,2.5732511486325396,3.4125277953152593,2.1026896817731395
11,5.3284006463312465,-1.332381284650419,-2.7899713880521584
12,3.523984838732897,-3.743663379686128,-0.133537553437794
13,-5.146732630617613,3.844132744787981,-2.7889261128461897
14,-4.09345468577275,-0.23274368287113917,-2.4416845273414194
15,-3.751956381108842,-1.2605503379273564,0.20498400387697077
16,6.789230276747,-2.350851571997878,0.5724696529386355
17,-0.5785127767173197,2.7348403150741616,-2.3360521304250157
18,-4.738313389804822,-1.5072038748765786,1.136778295002809
19,6.0003052453778905,4.3406002607999525,0.4336518799397735
20,-4.114983796164073,0.9770675790752835,3.693800637192189
21,-1.9514764451190818,2.4782043714229025,-2.0119231251691607
22,0.9158445772503842,2.934057125877819,-2.787190995022691
23,-3.3005743161945302,0.14886556379639776,3.239890436061501
24,-4.485887987747703,5.14566367619687,3.4941087521442435
25,3.4897704415121376,4.3441583624417115,-1.8043143697945667
26,4.3630801051072305,-0.7494862345315787,3.7478861777735917
27,-6.073400996720619,-1.7910023378066984,-1.0426518244527399
28,-0.3348745967661361,2.9365437513465666,-2.2304127362783337
29,-2.4125952550437577,-3.535896684554266,1.6852468732226331
30,-4.4122006525301565,-0.853715171859271,1.456419798990628
31,-0.3038112450101221,-2.901591290677024,-2.788705911134346
32,-2.994902736246092,0.5403877180799901,1.615195937122754
33,-0.8947351275368524,3.4815788276831396,3.106530424839429
34,0.717101364983368,4.097360148228897,-1.637114018700041
35,2.819756530651957,-0.8650763962560112,3.7419295927670535
36,-6.875940906072551,-2.3221916286812876,1.5695391382120438
37,-1.9912111672971775,1.3467158245538045,3.4360446187557443
38,-2.765173624024936,0.4346023584924456,2.197763898244791
39,-0.3256968924769188,-3.5633827001726206,3.420444833011651
