,x,y,z
0,-2.4137911313137748,-4.377015300712815,2.593640091248988
1,-4.787591648437835,0.1672425388254101,-1.51679906695866
2,-5.437844529183934,-3.7400375559628047,-0.7476273667662853
3,0.2674241422445765,-4.697887104655799,3.182182404801881
4,0.5638257841034763,0.009424889771980244,-0.7121004551759564
5,0.6575763301843559,0.1565798047455953,3.5423912164092495
6,2.9418888812426,-3.3460593286906724,-1.7618852676598946
7,5.735346850548994,-2.245552904952132,0.9041531290575405
8,-3.258537762847415,-0.30258925111215,-2.784814902118912
9,5.518119451946851,2.9201432907692615,1.6533329928198242
10,1.7769710318312313,-2.7826777099385542,-1.8376185372781944
11,-1.3035385439330802,1.8071930125458344,-2.7888263707972065
12,-1.592145451832717,1.029123651145099,1.9111283592547175
13,-1.8130858727500698,-0.03688811771203933,-2.789983901080716
14,5.616463300432263,2.818942650717872,-1.7115013242177015
15,-3.888540971971102,-1.4975555797463431,0.4980258765445029
16,5.142935042596753,1.962029005391556,-1.5136128617574618
17,5.954941524621584,-3.491905365263812,-2.7883778424321117
18,-0.5093529926757444,2.992941003238062,3.0014289200158197
19,2.2565978547968775,3.8321759508949893,-1.9444715462059847
20,0.17233646690789914,-0.8858337242307978,3.403268887390906
21,2.3136716975447924,-0.2548159470500884,3.319396315276823
22,-4.957999810363705,4.941691267591512,-1.3096449675208803
23,4.347097580640283,-0.8138104574254278,3.363733620571621
24,4.739879957862387,0.8601406841407778,2.989129617961515
25,3.4820483379268947,-4.495225427785334,0.17368129208360872
26,-6.3741703697925916,-3.5556828119988593,1.3519780264941137
27,-0.059388393143924065,3.0665709625859447,3.457850935821587
28,2.525632188105452,-1.506530153382082,1.070946014273515
29,3.232069745409243,-3.708380727004005,-1.6648868932994252
30,5.258820723361672,-3.5562755321070982,3.5961161248601408
31,1.2035275698365737,2.1574000497677814,0.19051139202561146
32,6.598381417231077,-0.3773385552409348,1.56394291274888
33,5.977970725499111,-2.609457719854957,-0.5151095629442234
34,-1.0598250363922317,-1.9761916144622824,1.1074744644966166
35,-5.174684096763833,-4.17956099256076,-1.3818519332374608
36,-2.8040135718029333,1.3489768111626772,1.6878106955495822
37,4.547119812406001,3.656239747810918,-0.3763714873816429
38,0.07273106685493898,-0.50173754709518,-0.714748881775496
39,-3.7820587615368866,0.7489818054537576,-1.645481024191586
40,1.6689039356287234,-2.4241487044868903,0.2144412437907071
41,6.9375864004269525,-3.581362039561095,2.5553318322131338
42,0.7336755091802547,2.9377565308848568,3.746526484920695
43,5.3160081031093975,5.109149602210537,2.6727915272138936
44,2.1562398919373504,5.1905419442613345,2.490709514029356
