,x,y,z
0,2.901941883936373,0.04959395806113876,-1.2020153050690099
1,-4.823832279729657,-1.3104696347241072,-0.35511977052995597
2,-1.8093691681306683,-2.44859757100444,1.4601431767124569
3,3.7400630056372117,-0.35729998019773257,-2.176461117526726
4,2.0234800599127456,1.7760759668200488,3.1651673365449122
5,-4.036404736622415,-5.21264898123724,5.5953633601821995
6,3.084588893458847,3.0068008146890715,-0.5151328040342708
7,-2.278168908038301,0.839712849026114,3.5260772981382202
8,-4.296968396878858,1.1213955593241716,-2.492618129928481
9,-5.000897656530082,1.430526419506957,0.8123992549368129
10,-1.8720280381077272,-0.237420370299612,-3.4479223625417648
11,-5.15421876537448,1.201898735044446,0.47726447242893505
12,-1.2453058642083688,1.1795180514465484,-3.46499330407866
13,1.677623733373097,-1.6912293268225485,2.2425609105754734
14,-3.3728052566769025,2.8771331738228874,0.9002794860824508
15,-3.372597058828787,-0.21757092495593947,2.2066884235991666
16,-0.21459733481173213,4.038212153302827,1.786189037967006
17,-2.2498012241951115,1.7894670382333346,1.5918713867691783
18,1.0041491801361766,1.4504831029013896,-0.3394282770023751
19,-1.2318507561125431,1.428129337181562,3.7452918269992654
20,-0.5540668841561304,1.4451802828240778,-1.9601739431404732
21,-2.3756881918863835,3.0707128314386014,1.2585531191879138
22,3.0835211578806363,3.433439981335657,-0.017499980845571965
23,0.27932215775247077,2.9592590891201924,-0.05255559261875681
24,-1.3134105537657839,1.2994924448322405,0.8800607284515798
25,2.5972211077590486,2.2265706925773094,-0.2434491035451774
26,1.9261141726837534,-1.5787747455828827,0.3268401297114258
27,-0.045081180038141835,1.1018313939858064,-3.551712924279615
28,3.199930471607559,1.0229407249695928,-0.2504043206136683
29,3.330733434821741,-3.6120342861126757,-3.3015198114327653
30,6.222359670595184,0.9573495472243511,-0.48396356337718827
31,-1.610197773892078,-0.4554863537868934,-0.04080959881569693
